,VA(V),VB(V),VC(V),IA(A),IB(A),IC(A)
Pre-2,2.043812336186796,2.133459444682287,2.0735857598419543,5.646111951804326,5.340616274895746,5.394357202395356
Pre-1,2.0725576880444585,2.11819046060806,2.054360607159199,5.660256079859143,5.145659271196281,5.574770252802594
Post-0,99.11423298202703,48.121749608914904,15.004189752167152,113.25017610063443,60.369680827659685,166.16610002862186
Post-1,339.7627277345104,322.85829519987277,230.7706395324406,368.38426408485213,312.57545733087665,251.7567608981952
Post-2,,,374.16573867739413,1376.3485773323425,223.8760953103543,175.24230482774138
Post-3,,,327.8941323439389,1563.0723395952255,462.0033389520599,856.284615020156
Post-4,,,,448.0173829689368,954.3686456698495,208.46514842071562
Post-5,,,,572.9293572227753,331.0108417920959,482.35945557188415
Post-6,408.04802941646017,,,915.24953280973,451.8740203163703,198.0971067225581
