timestamp,IA(A),IB(A),IC(A),IN(A),IG(A),VA(V),VB(V),VC(V),VS(V),VDC(V),LSENS1(%),LSENS2(%),LSENS3(%),LSENS4(%),*,*.1,*.2,*.3,FREQ,RMS_VA_T,RMS_VB_T,RMS_VC_T,RMS_IA_T,RMS_IB_T,RMS_IC_T
0.0,-84.8528137423857,213.54624791833737,-126.71353518862932,0.0,1.6,-158.39191898578665,405.8792924010783,-247.48737341529164,-398.0,-1.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0005208333333333333,-50.91168824543143,195.16147160748713,-145.6639969244288,0.0,-0.8,-76.36753236814714,374.7665940288702,-298.3990616607231,-319.0,-1.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0010416666666666667,3.394112549695428,161.22034611053286,-162.63455967290594,0.0,0.8,8.485281374238571,333.75440072005046,-342.23968209428904,-231.0,-1.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0015625,39.59797974644666,131.23901858822322,-172.5340546095176,0.0,-0.8,82.02438661763952,291.3279938488576,-373.3523804664971,-147.0,-1.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0020833333333333333,79.19595949289332,102.95474734076133,-183.84776310850236,0.0,-1.6,162.63455967290594,237.58787847867998,-400.22243815158595,-53.0,-1.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0026041666666666665,115.39982668964456,80.3273303427918,-200.8183258569795,0.0,-3.2,230.5168106668145,179.60512242138307,-408.7077195258245,35.0,-1.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,60.0,,,,,,
0.003125,128.97627688842627,59.96265504461923,-192.33304448274095,0.0,-2.4,282.842712474619,104.65180361560904,-386.080302527855,126.0,-1.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0036458333333333334,145.6639969244288,11.313708498984761,-161.22034611053286,0.0,-2.4,330.92597359530424,15.556349186104047,-345.0681092190352,222.0,-1.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,60.0,,,,,,
0.004166666666666667,159.80613254815975,-27.152900397563425,-131.23901858822322,0.8,0.8,366.2813126546316,-60.81118318204309,-304.05591591021545,301.0,-1.0,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.0,60.0,,,,,,
0.0046875,173.9482681718907,-62.22539674441619,-109.74297244015217,0.0,1.6,393.1513703397205,-137.17871555019022,-254.55844122715712,375.0,-1.0,0.01,0.04,0.0,0.04,0.0,0.0,0.0,0.0,60.0,,,,,,
